   1  112.5  100.5  102.5  102.5  107.5  107.5 
   1   92.5  102.5  105.0  100.0  110.0  117.5 
   1  132.5  125.0  115.0  112.5  110.0  110.0 
   1  102.5  107.5  107.5  102.5  90.0  112.5 
   1  110.0  130.0  115.0  105.0  112.5  110.0 
   1   97.5   97.5   80.0   82.5   82.5  102.5 
   1   90.0   70.0   85.0   85.0   92.5   97.5 
   2  115.0  115.0  107.57 107.5  112.5  107.5 
   2  125.0  125.0  120.0  120.0  117.5  125.0 
   2   95.0   90.0   95.0   90.0  100.0  107.5 
   2   87.5   65.5   85.0   90.0  105.0   90.0 
   2   90.0   87.5   97.5   95.0  100.0   95.0 
   2   97.5   92.5   57.5   55.0   90.0   97.5 
   2  107.5  107.5  145.0  110.0  105.0  112.5 
   2  102.5  130.0   85.0   80.0  127.5   97.5 
   3  107.5  107.5  102.5  102.5  102.5   97.5 
   3   97.5  108.5   94.5  102.5  102.5  107.5 
   3  100.0  105.0  105.0  105.0  110.0  110.0 
   3   95.0   95.0   90.0  100.0  100.0  100.0 
   3   85.0   92.5   92.5   92.5   90.0  110.0 
   3   82.5   77.5   75.0   65.5   65.0   72.5 
   3   62.5   75.0  115.0  110.0  100.0  100.0 
   4   70.0   67.5   67.5   77.5   77.5   77.5 
   4   45.0   37.5   45.0   45.0   47.5   45.0 
   4   52.5   22.5   90.0   65.0   60.0   65.5 
   4  100.0  100.0  100.0  100.0   97.5   92.5 
   4  115.0  110.0  100.0  110.0  105.0  105.0 
   4   97.5   97.5   97.5  105.0   95.0   92.5 
   4   95.0  125.0  130.0  125.0  115.0  117.5 
   4   72.5   87.5   65.0   57.5   92.5   82.5 
   4  105.0  105.0  105.0  105.0  102.5  100.0 
