1 2 61  124  264  124  38
1 1 69   42   62   12  18
1 2 62   25  149   19  36
1 2 66   45   18   45  12
1 1 63  412  180  257  64
1 1 79   51  142   23  20
1 1 76 1112   35  128  13
1 1 54   46  299   46  51
1 1 62  103   85   90  10
1 1 46  146  361  123  52
1 1 57  340  269  310  28
1 2 59  396  130  359  55
2 1 74   81   72   74  33
2 1 74  461  134  423  18
2 1 66   20   84   16  20
2 1 52  450   98  450  58
2 2 48  246   48   87  13
2 2 64  166  142  115  49
2 1 70   63  113   50  38
2 1 77   64   90   50  24
2 1 71  155   30  113  18
2 1 39  151  260   38  34
2 1 70  166  116  156  20
2 1 70   37   87   27  27
2 1 55  223   69  218  32
2 1 74  138  100  138  27
2 1 69   72  315   39  39
2 1 73  245  188  231  65
3 2 76  248  292  135  18
3 2 58  377  492   50  30
3 1 49  189  462  189  65
3 1 69 1843  235 1267  17
3 2 70  180  294  155  57
3 2 68  537  144  534  16
3 1 50  519  643  502  25
3 2 74  455  301  126  21
3 1 66  406  148   90  17
3 2 76  365  641  365  42
3 2 56  942  272  911  40
3 2 74  372   37  366  28
3 1 58  163  199  156  31
3 2 60  101  154   99  28
3 1 77   20  649   20  33
3 1 38  283  162  274  80
4 2 56  185  422   62  38
4 2 75  479   82  226  10
4 2 57  875  551  437  62
4 1 56  115  140   85  13
4 1 68  362  106  122  36
4 1 54  241  645  198  80
4 1 59 2175  407  759  64
5 1 93 4288  464  260  29
5 2 70 3658  694  305  22
5 2 77   51  221   37  21
5 2 72  278  490  109  16
5 1 44  548  433   37  11
6 2 71  205  332    8  91
6 2 63  538  377   96  47
6 2 51  203  147  190  35
6 1 53  296  500   64  34
6 1 57  870  299  260  19
6 1 73  331  585  326  37
6 1 69 1685 1056   46  15  
